,Tokens
30261,clarifi
30262,munford
30263,10-pct
30264,trans-ship
30265,vermont
30266,295-344
30267,"561,029"
30268,stockdraw
30269,csra.
30270,134.9
30271,shut-in
30272,fleme
30273,disguis
30274,parsipanni
30275,41.35
30276,sisak
30277,"16,601"
30278,colt
30279,palac
30280,arbitrageur
30281,23.6
30282,"236,100"
30283,corner
30284,congressman
30285,vermoegenshold
30286,23.81
30287,arkansa
30288,59-1
30289,16.432
30290,aris
30291,48
30292,augment
30293,powderhorn
30294,aimt
30295,latest
30296,sace
30297,ajin.t
30298,czm
30299,locomot
30300,new-money
30301,dp-5
30302,monfort
30303,egon
30304,magna
30305,aprov
30306,piog
30307,latin
30308,43.147
30309,hugh
30310,carrington
30311,"1,361,000"
30312,elder-beerman
30313,portray
30314,8.37
30315,soquem
30316,yunnan
30317,"7,472"
30318,snith
30319,"2,171,011"
30320,"173,948"
30321,"20,064"
30322,onward
30323,lubbck
30324,capita
30325,sdaid
30326,"235,038"
30327,"7,660"
30328,tenant
30329,brisk
30330,battleship
30331,richfield
30332,whitten
30333,consolidated-bathurst
30334,basker
30335,"4,913,000"
30336,dealt
30337,"128,141"
30338,kingsley
30339,quantifi
30340,low-end
30341,scheudl
30342,relev
30343,o
30344,securitis
30345,noboru
30346,kendallvil
30347,"2,697,000"
30348,wako
30349,rg
30350,microgrpah
30351,1.8160
30352,ceco
30353,bpgf
30354,overtaken
30355,santo
30356,111.4
30357,methyl
30358,forstmann
30359,pct
30360,miglio
30361,vtx
30362,hike
30363,ignor
30364,normalis
30365,"4,061,000"
30366,fact
30367,cyru
30368,288
30369,hector
30370,1-1
30371,boeski
30372,"1,016,000"
30373,walker-gooderham
30374,n.
30375,"12,143"
30376,1871
30377,norgold
30378,"20,243"
30379,esca
30380,254.6
30381,rosecraft
30382,"84,203"
30383,chris-craft
30384,982.5
30385,weritedown
30386,amber
30387,"6,191,000"
30388,icx
30389,eli
30390,"329,999"
30391,"82,210"
30392,copenhagen
30393,j.h
30394,impuls
30395,view
30396,bain
30397,"9,250,000"
30398,desin
30399,cdl
30400,"1,420"
30401,janusz
30402,sidahm
30403,5.18
30404,7.21
30405,railroad
30406,apparatu
30407,"2,416"
30408,break
30409,appeal
30410,proven
30411,tridel
30412,25.6
30413,"957,000"
30414,"7,271,668"
30415,northstar
30416,docuforum
30417,tsfc
30418,2.4
30419,gholamreza
30420,irrelev
30421,sieg.f
30422,in-stor
30423,afrcian
30424,54.45
30425,962
30426,"340,852"
30427,336.02
30428,break-even
30429,112.2
30430,end-1984
30431,amerada
30432,"329,225"
30433,26-march
30434,singapor
30435,verbal
30436,misima
30437,1896
30438,koei
30439,trash
30440,ohta
30441,"570,491"
30442,sklk.t
30443,"3,512,000"
30444,9.223
30445,rci
30446,unwelcom
30447,secretary-gener
30448,caryforward
30449,313.7
30450,nonpubl
30451,ll
30452,"708,700"
30453,bradi
30454,ostrand
30455,jersey-bas
30456,gough
30457,citic
30458,"63,000"
30459,"8,300"
30460,northwestern
30461,"329,000"
30462,76.6
30463,vallen
30464,"2,587,000"
30465,khoo
30466,ahc
30467,274.28
30468,52.7
30469,fantast
30470,"2,664,000"
30471,133.9
30472,651
30473,italtel
30474,350
30475,"3,715"
30476,denomi
30477,1942-1952
30478,tsai
30479,monsanto
30480,girv.vi
30481,rebalanc
30482,canon
30483,purchas
30484,robeson
30485,1.64
30486,kgaa
30487,34.76
30488,tap
30489,344p
30490,thank
30491,"1,045,000"
30492,12.97
30493,51.94
30494,lennar
30495,haven
30496,phx
30497,27.52
30498,arap
30499,audienc
30500,cadena
30501,short-cov
30502,inappropri
30503,"402,000"
30504,"433,000"
30505,apolonio
30506,98.1
30507,wide-strip
30508,16-23
30509,substantailli
30510,agreeeement
30511,entertain
30512,"2,614,225"
30513,flush
30514,92.50
30515,"863,000"
30516,stocker
30517,fellner
30518,6.85
30519,paloma
30520,oapec
30521,3.8992
30522,earbi
30523,drsd.f
30524,8.1
30525,brunt
30526,exchange-guarante
30527,kidokoro
30528,"3,750"
30529,akzo-dupont
30530,steadfast
30531,ira
30532,tmi-2
30533,13mm
30534,miller
30535,telemarket
30536,"3,363,000"
30537,acme-cleveland
30538,chirac
30539,percentaag
30540,148.2
30541,surfac
30542,"3,717"
30543,"1,880"
30544,honeybe
30545,beaver
30546,lupberg
30547,"3,910,652"
30548,imat
30549,qedx
30550,leed
30551,harrow
30552,harargh
30553,"19,027,000"
30554,wessanen
30555,ingrain
30556,mid-1970
30557,15-7
30558,24.8
30559,"469,000"
30560,"124,000"
30561,smuggl
30562,mln-square-feet
30563,53-3
30564,"106,185"
30565,32.22
30566,n.v.
30567,after-tax-cash
30568,donat
30569,138.75
30570,180-270
30571,"111,210"
30572,deveop
30573,lifetim
30574,coup
30575,50-50
30576,lb
30577,var
30578,stc
30579,valli
30580,herbicid
30581,hf
30582,entrench
30583,83.0
30584,9.77
30585,isam
30586,grenfel
30587,midivest
30588,55.6
30589,"12,987,834"
30590,klootwijk
30591,arid
30592,att
30593,"24,152,000"
30594,c-40
30595,fedf
30596,13.50
30597,headlin
30598,opon
30599,guayana
30600,lng
30601,628
30602,gorbachev
30603,yala
30604,15-30
30605,knock-down
30606,"126,000"
30607,bbec
30608,roel
30609,"987,000"
30610,sheraton
30611,credibl
30612,"8,866,000"
30613,coastla
30614,"1,361,421"
30615,22.12
30616,criticis
30617,0.375
30618,manhattan
30619,courag
30620,"1,804,350"
30621,"214,000"
30622,collieri
30623,"144,959"
30624,"302,833"
30625,"4,415"
30626,c-i-l.
30627,coca-cola
30628,hoar
30629,374p
30630,end-1986
30631,kurt
30632,velasco
30633,10.13
30634,"53,800"
30635,hauserman
30636,communiqu
30637,overburden
30638,380
30639,stori
30640,german-regist
30641,preconstruct
30642,102.56
30643,explain
30644,ginn
30645,761
30646,"36,667,000"
30647,bellport
30648,write
30649,near-surfac
30650,dattel
30651,dishwash
30652,end-buy
30653,irena
30654,gus.l
30655,briarcliff
30656,stereo
30657,kit
30658,iglsf
30659,driver-harri
30660,flint
30661,sourthern
30662,microprocessor
30663,ddrink
30664,hung
30665,fy
30666,low-interest
30667,96.60
30668,reader
30669,germain
30670,addi
30671,honor
30672,51.0
30673,oxoco
30674,blatantli
30675,loud
30676,164.9
30677,dinar
30678,lobbyist
30679,"576,000"
30680,furnac
30681,81.7
30682,lengthen
30683,turbul
30684,untap
30685,heilongjiang
30686,plummet
30687,"645,000"
30688,seventh-largest
30689,"382,000,000"
30690,prove
30691,help
30692,agricola
30693,"23,442"
30694,flower
30695,u.s.-south
30696,brodersohn
30697,keyc
30698,bridgeport
30699,monday
30700,"151,500"
30701,reflect
30702,patronag
30703,anticompetit
30704,al-bukhoosh
30705,incred
30706,attent
30707,trunklin
30708,bouldikian
30709,opec
30710,quicken
30711,expect
30712,fefac
30713,msu
30714,cwcc
30715,"706,836"
30716,forfeit
30717,greenevil
30718,nailen
30719,75.98
30720,non-prescript
30721,"1,069,550"
30722,intermark
30723,"4,150,000"
30724,rig
30725,guy
30726,jefferson
30727,385
30728,deka
30729,30-ct
30730,7.40
30731,euro-term
30732,jilin
30733,116.84
30734,149.00
30735,800
30736,"7,053,000"
30737,springer
30738,sole-24
30739,chemi
30740,lunch
30741,overtur
30742,atomika
30743,cnooc
30744,svt
30745,wausau
30746,242.1
30747,fiat
30748,65.9
30749,pepsi
30750,mcrp
30751,4-7
30752,britain
30753,heldr
30754,1980-84
30755,califoirnia
30756,tung
30757,alaska
30758,bogart
30759,increas
30760,bigi
30761,phh
30762,"13,300"
30763,kep
30764,snap
30765,"137,900"
30766,ec-produc
30767,"38,760"
30768,351.7
30769,slide
30770,kerna
30771,877p
30772,seab
30773,bbk
30774,southam
30775,ampli
30776,dowa
30777,klauh
30778,iacocca
30779,resin
30780,trillion
30781,inflat
30782,37.98
30783,noma
30784,spillman
30785,re-establish
30786,"520,200"
30787,humana
30788,9.92
30789,baldridg
30790,138.1
30791,rolando
30792,"3,042,900"
30793,boat
30794,mathew
30795,23-29
30796,pickl
30797,soaf
30798,"51,218,000"
30799,68.1
30800,nephew
30801,"3,650,000"
30802,233.91
30803,safe
30804,aidc
30805,croton
30806,alcudiai
30807,177.30
30808,xiaop
30809,0.1365
30810,reform
30811,459
30812,mmd
30813,zayr
30814,nasd
30815,zenith
30816,higher-valu
30817,"904,00"
30818,ayll.l
30819,33.4
30820,"275,400"
30821,plaintiff
30822,"45,870"
30823,uruaguay
30824,rosewood
30825,"17,159,000"
30826,worri
30827,"309,000"
30828,242
30829,98.672
30830,verifi
30831,metallurgi
30832,pohang
30833,tmci
30834,empress
30835,"57,800"
30836,"36,600"
30837,17.17
30838,terrac
30839,"549,950"
30840,kirkland
30841,"258,000"
30842,hill
30843,tennesse
30844,736.8
30845,aa2
30846,sen
30847,britian
30848,khj
30849,33.81
30850,60-month
30851,thoroughli
30852,7.50
30853,cfix
30854,x-ray
30855,ra
30856,reactiv
30857,gambel
30858,284.7
30859,therebi
30860,"838,000"
30861,multi-n
30862,schere
30863,"2,432,000"
30864,linen
30865,rb
30866,commuiti
30867,interview
30868,grid
30869,"4,225,731"
30870,co-ordin
30871,test-market
30872,duisburg
30873,smithsonian
30874,thoresen
30875,java
30876,reichert
30877,purus
30878,daimler-benz
30879,elecron
30880,delorm
30881,239.2
30882,"437,000"
30883,derlan
30884,murren
30885,phrase
30886,emphas
30887,"2,445,423"
30888,compagni
30889,"3,082,499"
30890,futur
30891,"1,569,000"
30892,charg
30893,callicoon
30894,gasper
30895,"97,070"
30896,"85,198,853"
30897,competitively-pr
30898,florjanc
30899,bayonet
30900,kol
30901,interefer
30902,202.7
30903,vahit
30904,rabobank
30905,124.99
30906,inexco
30907,"287,700"
30908,shepherd
30909,pietsch
30910,197.40
30911,796.24
30912,withdraw
30913,103.62
30914,hacp.pa
30915,alongsid
30916,"3,963,000"
30917,balnc
30918,13.76
30919,iso
30920,district
30921,36.22
30922,benson
30923,state-control
30924,nevi
30925,20.2
30926,non-product
30927,reed
30928,"594,500"
30929,mikhail
30930,"4,001,000"
30931,hale
30932,52.5
30933,estasblish
30934,ina
30935,unilater
30936,fixed-r
30937,satellit
30938,nyn
30939,principl
30940,chain
30941,amorn
30942,25-nation
30943,lynn
30944,shuxun
30945,"190,400"
30946,"23,191,000"
30947,job
30948,200.5
30949,hock
30950,keboo
30951,60-day
30952,132.0
30953,ara
30954,gilberto
30955,yeo
30956,concepcion
30957,supli
30958,ferc
30959,93.50
30960,swaziland
30961,102.03
30962,yao
30963,pse
30964,misinterpret
30965,"5,776,000"
30966,duty-fre
30967,"526,000"
30968,37.1
30969,1997
30970,rate-x
30971,"1,452.7"
30972,benh
30973,nisshin
30974,piri
30975,paust
30976,"611,784"
30977,300-325
30978,7.05
30979,sweep
30980,"24,680"
30981,df
30982,"375,400"
30983,"59,527"
30984,mosl
30985,virateck
30986,990
30987,"732,700"
30988,incendie-reassur
30989,radic
30990,172.8
30991,hsld
30992,aa-plu
30993,142.7
30994,954
30995,regular
30996,cwld
30997,147.15
30998,"70,000,000"
30999,beauti
31000,trn
31001,parch
31002,93.60
31003,narusawa
31004,titan
31005,dbkg.f
31006,riyal
31007,oscar
31008,3.55
31009,mer.n
31010,lawton
31011,48.9
31012,ns
31013,38.42
31014,"731,000"
31015,giggletre
31016,conn.
31017,gase
31018,lister
31019,hagu
31020,lombard
31021,ravnholt
31022,-micropro
31023,000
31024,sto
31025,marina
31026,sixteen
31027,adjac
31028,january-march
31029,apr
31030,mision
31031,13th
31032,tunnel
31033,poplarvil
31034,incompat
31035,wait
31036,hovercraft
31037,delic
31038,abba
31039,n.m.
31040,wtr
31041,federal-mogul
31042,esb
31043,awb
31044,223.9
31045,sasib
31046,macrum
31047,16.42-16.45
31048,hidden
31049,patran
31050,ago
31051,tidier
31052,displac
31053,2.95
31054,1.43
31055,"721,000"
31056,yourself
31057,multin
31058,pro-growth
31059,import
31060,buy-back
31061,"6,249,000"
31062,3.258
31063,percon
31064,bkfr
31065,csmo
31066,[
31067,insituform
31068,ail
31069,czekierska
31070,156.5
31071,industri
31072,nlc
31073,"17,978"
31074,m.
31075,assembl
31076,short-term
31077,"737,987"
31078,"2,448,000"
31079,"3,065,000"
31080,kroger
31081,"2,542,000"
31082,washer
31083,"8,870,035"
31084,38.7
31085,222
31086,9.08
31087,westwego
31088,rank-and-fil
31089,1956
31090,"783,000"
31091,209.30
31092,"632,100"
31093,pastic
31094,escalant
31095,41.6
31096,artilleri
31097,umea
31098,wellington
31099,"5,705,000"
31100,flae
31101,1.8150-1.8700
31102,teeco
31103,groupement
31104,twin-island
31105,s.a
31106,107.7
31107,commit
31108,dhaka
31109,"2,000,565"
31110,equion
31111,328.7
31112,"6,034,000"
31113,"450,000"
31114,igen
31115,pennzoil
31116,"4,307,645"
31117,96.06
31118,acetaminophen
31119,281.65
31120,"587,000"
31121,"107,752"
31122,ba-1
31123,"4,601,463"
31124,"315,695-dwt"
31125,428
31126,stn
31127,japan
31128,inti
31129,17.8
31130,vebg.f
31131,"2,837,000"
31132,"158,491"
31133,"100,847"
31134,wari
31135,bot
31136,"1,658,000"
31137,"205,700"
31138,388.1
31139,saitama
31140,140.25
31141,willm
31142,martha
31143,strife
31144,year-old
31145,hasr
31146,decln
31147,"419,900"
31148,colman
31149,"25,790"
31150,thing
31151,infrastructur
31152,stearn
31153,"840,000"
31154,pza
31155,motorola
31156,144.20
31157,"233,983"
31158,c.j
31159,knoll
31160,"173,500"
31161,linn
31162,ei
31163,..............
31164,cheroke
31165,ofici
31166,cotton
31167,78
31168,25-pct
31169,spokeswoman
31170,ezzedin
31171,ec
31172,171.6
31173,2.77
31174,sore
31175,"868,117"
31176,charact
31177,"133,766"
31178,steadier
31179,certain
31180,"8,451,578"
31181,enskilda
31182,1530
31183,little-explor
31184,"113,751"
31185,paraguay
31186,atwel
31187,livestock
31188,"287,600"
31189,lawson
31190,travaux
31191,"2,535,435"
31192,dieter
31193,upstat
31194,oh
31195,floral
31196,178.1
31197,70.62
31198,28.95
31199,gibson
31200,"112,713"
31201,"1,582,125"
31202,intransig
31203,tgt.n
31204,bronstein
31205,12.2
31206,crude
31207,"101,599"
31208,krung
31209,185.7
31210,wide-bodi
31211,marwick
31212,offic
31213,29-1
31214,unsel
31215,tweedel
31216,cpb
31217,"25,193"
31218,0100
31219,ny
31220,constitu
31221,madeira
31222,subclaus
31223,haiti
31224,triax
31225,53.7
31226,racquet
31227,bylaw
31228,"347,000"
31229,heavier
31230,curtice-burn
31231,80.8
31232,"5,999,377"
31233,smithson
31234,'teishoku
31235,foregon
31236,collabor
31237,740
31238,hospos
31239,jean-loup
31240,non-stop
31241,13.5
31242,yugoslavian
31243,waxm
31244,7.80
31245,minim
31246,"824,554"
31247,earn
31248,electrin
31249,376
31250,617
31251,regener
31252,jealou
31253,"34,496"
31254,"2,394,198"
31255,wilf
31256,need-to-know
31257,"9,450,000"
31258,repot
31259,19th
31260,400.42
31261,volkswagen
31262,montano
31263,1406
31264,nsc
31265,"491,076"
31266,"877,000"
31267,"106,700"
31268,8067.90
31269,jordan-petrocanada
31270,mallet
31271,230
31272,leyt
31273,8.809
31274,"272,700"
31275,unusu
31276,bokma
31277,murgold
31278,695p
31279,chapmann
31280,"9,379,000"
31281,mulford
31282,"2,396,000"
31283,"9,592,000"
31284,"5,500,000"
31285,claw
31286,concac
31287,chaco
31288,chevron
31289,firearm
31290,hesit
31291,25.94
31292,97-2
31293,12-point
31294,4.08
31295,545.7
31296,cautious
31297,"1,459.00"
31298,"3,568,000"
31299,paluszek
31300,cogeco
31301,30-inch
31302,81.22
31303,zentralbank
31304,"9,290,000"
31305,473.7
31306,coulson
31307,48.7
31308,"7,510,781"
31309,president-administr
31310,118
31311,obstinaci
31312,116.9
31313,"22,583"
31314,"1,255.50"
31315,plocek
31316,26.0
31317,"2,323,500"
31318,"725,023"
31319,q
31320,"2,098,602"
31321,"105,615"
31322,454.9
31323,"37,295"
31324,108.6
31325,compliment
31326,kpmg
31327,agro-food
31328,candi
31329,balt
31330,mcgraw
31331,"126,835"
31332,"3,748,357"
31333,screw
31334,lade
31335,187
31336,baxter
31337,asia
31338,libya
31339,agress
31340,basf
31341,caspar
31342,imput
31343,co-deal
31344,"5,600"
31345,vernon
31346,ishrat
31347,haoruo
31348,non-season
31349,dynair
31350,]
31351,interlak
31352,growmark
31353,"1,076"
31354,"571,336"
31355,50-year
31356,1987-1989
31357,61.5
31358,14-year-old
31359,katharina
31360,servic
31361,through
31362,cloud
31363,paramilitari
31364,paragon
31365,chairman-elect
31366,tx
31367,"368,188"
31368,pipellin
31369,0500
31370,fsbf
31371,"4,451,732"
31372,106-1
31373,"903,000"
31374,rescheduld
31375,"12,700,000"
31376,quantum
31377,organ
31378,"302,745"
31379,188.54
31380,usag
31381,"1,603"
31382,robust
31383,"4,195,000"
31384,"604,000"
31385,bancgroup
31386,96.5
31387,sunflowerse
31388,"24,500"
31389,forget
31390,non-region
31391,"760,443"
31392,discord
31393,paddock
31394,preferenti
31395,"22,834"
31396,karbala-5
31397,unnam
31398,paperboard
31399,float
31400,103.9
31401,sociedad
31402,desjardin
31403,74.5
31404,twice
31405,"1,220"
31406,"2,887,000"
31407,ais.a
31408,daiwa
31409,discriminatori
31410,mlnm
31411,"3,262,161"
31412,ptco
31413,season
31414,superpow
31415,housewif
31416,42
31417,3
31418,128.7
31419,gglf
31420,16.6
31421,noverco
31422,76.1
31423,sei
31424,5.004
31425,openli
31426,cscn
31427,sara
31428,string
31429,"8,200"
31430,6.975
31431,chasten
31432,deak
31433,nge
31434,89.1
31435,852.72
31436,3.50
31437,694
31438,92.32
31439,3.062
31440,418p
31441,incept
31442,self-suffic
31443,triad
31444,load
31445,inland
31446,43
31447,thaw
31448,vanguard
31449,hybritech
31450,"9,905,528"
31451,cartagena
31452,peripher
31453,"354,000"
31454,sizabl
31455,dixi
31456,direct
31457,12.3
31458,disagr
31459,outlaw
31460,warplan
31461,sawmil
31462,"1,505.00"
31463,"583,225"
31464,mega-d
31465,515
31466,natwest
31467,419.15
31468,reat
31469,"202,000"
31470,"6,517,000"
31471,edelman
31472,westminst
31473,fostoria
31474,lba
31475,al-thani
31476,"38,616"
31477,1983
31478,enabl
31479,asc
31480,elmira
31481,trafford
31482,okayasu
31483,most-favored-n
31484,extra
31485,"1,120,000"
31486,panin
31487,rebuff
31488,rural
31489,outrag
31490,"4,794,000"
31491,sequest
31492,expolor
31493,955
31494,sub-libor
31495,0730
31496,piw
31497,"585,866"
31498,267-km
31499,"6,642,490"
31500,"147,214"
31501,zahnradfabrik
31502,assam
31503,periodioc
31504,pantera
31505,17.1
31506,anp
31507,diego
31508,21.6
31509,antibodi
31510,sfa
31511,gulf
31512,"7,719"
31513,liabliti
31514,"109,200"
31515,4.12
31516,19.22
31517,183-349
31518,dispit
31519,jucker
31520,"1,694,000"
31521,"17,830"
31522,"940,000"
31523,chino
31524,moffat
31525,papuan
31526,10.46
31527,abrog
31528,eros
31529,49
31530,31.7
31531,disench
31532,tail
31533,rightli
31534,sky
31535,railway
31536,humaid
31537,52.875
31538,forerunn
31539,30-89
31540,0.58
31541,ori
31542,should
31543,7219
31544,gyllenhammar
31545,nelson
31546,99.75
31547,erekson
31548,illinoi
31549,"2,463,214"
31550,2.98
31551,license
31552,output
31553,"2,313"
31554,orlando
31555,3.88
31556,542.2
31557,massachusett
31558,apparel
31559,crush
31560,dixon
31561,"775,000"
31562,overbought
31563,edmonton
31564,ligig
31565,ok
31566,"16,215"
31567,tunisia
31568,styrene-butadien
31569,355
31570,winnebago
31571,88.4
31572,talbot
31573,wchi
31574,5.00
31575,"133,559"
31576,"1,780"
31577,"13,200"
31578,fisheri
31579,disclaim
31580,3-
31581,shoe
31582,"1,012.50"
31583,october-februari
31584,mpro
31585,waltham
31586,0.051675
31587,drawn
31588,netw
31589,cathod
31590,gephardt
31591,regularli
31592,panelist
31593,11.62
31594,penner
31595,one-for-thre
31596,cordoba
31597,pullout
31598,156
31599,nichol
31600,cgt
31601,4.02
31602,122.3
31603,heart
31604,"483,100"
31605,magnum
31606,non-metal
31607,"4,036,000"
31608,70.3
31609,floor
31610,"436,981"
31611,crisco
31612,6-7
31613,norbec
31614,porter
31615,25.2
31616,"1,912,438"
31617,mors
31618,"39,827"
31619,unwind
31620,"1,197,700"
31621,"53,248"
31622,eiler
31623,rino
31624,cidn
31625,"5,557,000"
31626,1250
31627,chandross
31628,301.9
31629,photocopi
31630,9-5
31631,allianc
31632,three-to-on
31633,hgvj.j
31634,yonker
31635,knwo
31636,eaten
31637,"7,291,000"
31638,1.530
31639,sovereignti
31640,d-mo
31641,electro
31642,counterbalanc
31643,pacer
31644,makanoff
31645,fungibl
31646,slack
31647,amp
31648,"4,200,000"
31649,midrat
31650,downplay
31651,well-tim
31652,honest
31653,conolog
31654,"8,797"
31655,indirectli
31656,"2,181,082"
31657,73.5
31658,874.0
31659,mainstream
31660,mp
31661,low-pric
31662,"37,950,000"
31663,14.24
31664,bulker
31665,diatron
31666,7.79
31667,"1,237,850"
31668,yasuda
31669,2020
31670,9.67
31671,0.077
31672,1.8097
31673,10.38
31674,235.9
31675,1.7975
31676,donaldsen
31677,66.8
31678,one-to-on
31679,ctsd
31680,exist
31681,thrust
31682,264.7
31683,al-sharq
31684,"1,993,000"
31685,symm
31686,"1,347,000"
31687,140.57
31688,pocket
31689,inconclus
31690,parliamentari
31691,.735.0
31692,mli
31693,que.
31694,watanab
31695,"912,147"
31696,"36,834"
31697,42.8
31698,aw
31699,discov
31700,310.8
31701,waterman
31702,branco
31703,convent
31704,policyhold
31705,maxwel
31706,mato
31707,minneapoli
